SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
NAGA MANI MIZO TRIPURA,2012,24.5,10.2,20.3,243.5,163.5,396.2,280.1,342.7,248.7,160.9,32,0.4,1922.9,34.7,427.3,1267.6,193.3
NAGA MANI MIZO TRIPURA,2013,0.2,5.7,19.7,60.3,348.9,206.6,255.9,291.3,241.4,125.6,0.3,1.2,1557.2,5.9,428.9,995.2,127.1
NAGA MANI MIZO TRIPURA,2014,1.2,21,25.4,49.6,192.5,268.3,295.7,372.3,300.9,69.6,3.3,0.1,1599.9,22.2,267.5,1237.2,73
NAGA MANI MIZO TRIPURA,2015,14.4,14.2,21.6,253.5,198.3,283.9,413.6,334.2,255.9,118.7,3.9,10,1922.4,28.7,473.4,1287.7,132.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1901,26.5,14.8,14.1,29.2,195.5,488.4,524.8,501.1,242.7,55.5,17.9,2.6,2113.2,41.3,238.9,1757,76.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1902,1.2,0.7,87.1,126.1,271.3,539.2,671,603.8,799.9,74.4,5.6,0,3180.4,1.9,484.6,2613.9,80.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1903,5.5,8.7,19.6,18.6,163.6,541.2,431.5,708.8,365.2,141.3,0.3,0,2404.5,14.3,201.9,2046.7,141.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1904,3.4,29.2,0.9,124.3,333.6,274.2,500.4,468.5,260.6,164.8,8.9,1.1,2169.9,32.5,458.8,1503.7,174.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1905,12,31.2,51.9,104.4,290.6,524.8,523.1,1036.6,321.1,87.9,2.7,18.7,3005,43.2,447,2405.6,109.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1906,9.3,49.2,30.4,13,198.1,438,706.4,816,208.6,140.5,8,0.4,2618,58.5,241.5,2169,149
SUB HIMALAYAN WEST BENGAL & SIKKIM,1907,10.4,20.8,71.1,108.8,156.2,408.1,889.8,358.8,456.1,40,5.8,4.1,2530,31.2,336.1,2112.9,49.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1908,10.6,32.9,9.8,53.8,315,368.6,449.1,268.5,441.6,36,2.3,0,1988.2,43.5,378.6,1527.8,38.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1909,2.1,8.6,0,147.8,191.9,896,340.9,600.5,340.2,136.8,3.6,1.8,2670.1,10.7,339.7,2177.5,142.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1910,2.5,17.4,73.2,47.4,170.4,833.7,859.8,489.2,353.1,188,11.2,0.2,3046.1,19.9,291.1,2535.7,199.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1911,22.9,6.7,40.8,117.3,315.2,575.4,853.2,430.4,493.3,326.4,12.4,0.1,3194.2,29.7,473.3,2352.3,338.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1912,2.3,12,81.8,134.7,277.3,397.8,743.5,553.3,335.6,133,121.9,0.5,2793.6,14.3,493.8,2030.1,255.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1913,0.7,35.1,46.5,52.2,301.4,736.9,596.1,477.7,476.6,153.7,4.8,53.2,2935.1,35.9,400.1,2287.4,211.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1914,2.2,70,9.1,139.2,247.7,402.2,351.3,741.7,392.8,43,14.8,0.3,2414.1,72.2,396,1887.9,58
SUB HIMALAYAN WEST BENGAL & SIKKIM,1915,1,52.9,50.4,72.7,366.4,352.7,509.1,610.7,359,116.5,13,0.6,2504.9,53.9,489.5,1831.5,130.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1916,6.6,17.6,8.7,165.3,305.4,649,1020.8,514.9,571.9,209.9,5.6,1.1,3476.8,24.2,479.4,2756.6,216.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1917,1,21.4,15.1,23.4,226.1,619.4,740.5,410.5,428,354.3,1.7,0.4,2841.6,22.4,264.5,2198.4,356.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1918,0.8,1.5,17.2,141.9,306.3,682.6,703.8,746.9,345,33.6,2,0.1,2981.4,2.2,465.3,2478.2,35.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1919,19.6,5,5.5,93.4,177.8,558,704,285.9,518.2,170.5,6.1,0.4,2544.5,24.6,276.7,2066.1,177
SUB HIMALAYAN WEST BENGAL & SIKKIM,1920,0.8,24.2,80.5,66,148.9,615.2,389.8,608.7,788.8,161,0.2,0,2884.1,25.1,295.3,2402.5,161.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1921,37.9,6,54.9,157.4,503.1,589.2,970.2,521.4,479.6,183.8,2.7,7.1,3513.4,43.9,715.5,2560.4,193.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1922,17.8,2.5,5.6,45.4,217.1,803,719.8,526.3,571.2,87.2,1.9,3.9,3001.9,20.4,268.1,2620.3,93.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1923,0,40.2,3.8,104.2,336.5,536.9,656.3,228.1,504.1,76.5,0.6,1.7,2489,40.2,444.5,1925.4,78.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1924,0.8,3.5,4.1,110.9,264.7,693.1,732,491.2,439,128.2,81.4,1.9,2950.9,4.3,379.7,2355.4,211.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1925,3,6.1,13.1,261.6,284.6,554.1,446,664.5,568.6,69.3,14.8,0.8,2886.6,9.1,559.3,2233.3,84.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1926,12.7,2.9,66.5,43.7,236.1,580.8,853.8,396.4,331.8,102.8,0.2,9.9,2637.7,15.6,346.4,2162.8,112.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1927,21,33.9,56.4,44.5,300.4,682.1,518.1,408.4,543.5,107.3,16.3,0.3,2732.2,55,401.2,2152,124
SUB HIMALAYAN WEST BENGAL & SIKKIM,1928,25.5,11.8,5.4,92.6,210.8,527.8,666.2,660.9,395.9,255.3,14.9,1.9,2868.9,37.3,308.9,2250.7,272.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1929,49.7,2,37.9,126.4,235,594,554.5,392.6,400.9,513.5,10.5,14.3,2931.3,51.7,399.4,1942,538.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1930,17.6,19.9,51.7,61.3,192.3,495.1,346.1,475.8,329.6,140.4,52,2.4,2184.5,37.5,305.4,1646.7,194.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1931,2.8,9.7,28.2,98.6,296.3,523.7,793.8,408.7,585.3,112.1,12.7,4.5,2876.5,12.4,423.2,2311.6,129.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1932,3,7,8.6,72.4,255.9,731.3,363.5,582.9,380.1,154.4,132.1,24.4,2715.6,10,336.9,2057.8,310.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1933,16.5,9.4,0.5,112.4,206,565.3,653.3,512.3,284.1,149.3,3.9,1.1,2514.2,25.9,318.9,2015,154.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1934,10.5,60.2,0.4,86.8,227.5,517.2,656.2,455.6,436.3,151.4,4,6.8,2612.9,70.7,314.7,2065.4,162.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1935,9.5,28.4,16.6,24.2,248.9,609.2,365.4,935.1,521.7,18,6.3,1.8,2785.1,37.9,289.7,2431.5,26.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1936,3.7,8.9,46.7,85.7,274.8,410.4,663.8,508.7,536,113.2,0.1,8.3,2660.3,12.5,407.3,2118.8,121.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1937,0,68.6,2.2,63.7,270.2,317.2,477.3,654,354.8,351.6,6.7,2,2568.4,68.6,336,1803.4,360.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1938,0.8,8.2,7.6,76.2,460.9,889.2,699.4,539,461,102.4,4.4,0.1,3249.3,8.9,544.7,2588.7,106.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1939,0,19.8,5.8,6.7,268.3,626.3,605.9,460.5,444.6,146.3,6.5,0.3,2591.1,19.8,280.8,2137.4,153.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1940,0.1,54.2,121.2,24.7,217.1,469.1,600.3,400.8,408.4,11.7,9.5,3.1,2320.2,54.2,363,1878.7,24.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1941,3.8,6.3,12.7,85.4,378.8,470.1,544.9,582.1,452.8,154.5,22,4.5,2718,10.1,477,2049.9,181
SUB HIMALAYAN WEST BENGAL & SIKKIM,1942,6.6,19.5,45.7,186.9,253.8,537.8,382.2,363.8,511.7,49.7,7.6,0,2365.4,26.1,486.4,1795.6,57.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1943,42,38.8,30.3,185,209.6,828.9,450,555.7,532.8,39.6,4,0.9,2917.6,80.8,424.9,2367.4,44.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1944,37.1,15.7,53.9,105.9,248.8,585.9,446.9,416.7,613.3,52.1,6.9,0,2583.2,52.8,408.6,2062.8,59
SUB HIMALAYAN WEST BENGAL & SIKKIM,1945,27.8,21.3,6.9,120.3,305.4,398.3,551.3,680,406.9,235.9,0,1.3,2755.4,49.2,432.6,2036.5,237.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1946,0,11.6,34.2,182.8,248.7,523.4,599.9,401.1,461.7,297,7.8,0.2,2768.5,11.6,465.7,1986.1,305.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1947,1.6,0.8,93.4,76,171.1,377.7,688.1,439.2,542,141.9,1.9,0.5,2534.1,2.4,340.5,2046.9,144.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1948,0.5,15.5,21.5,178.3,357.5,556.3,798,415.5,349.2,185.8,57.1,1.3,2936.6,15.9,557.3,2119.1,244.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1949,9.6,25.5,14.1,281.8,351.9,660.9,645.1,586.3,395.8,311.4,0.1,5.1,3287.7,35.1,647.8,2288.1,316.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1950,0.3,19.6,27.9,48.4,210.4,747.5,570.9,639.9,366.2,131,0.2,0.3,2762.5,19.9,286.7,2324.5,131.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1951,1,0.5,22.7,69.3,239.8,546.5,778.3,503.7,326.1,158,37.3,0,2683.1,1.5,331.7,2154.5,195.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1952,1.3,22.2,80.8,168.2,420.8,580.6,713,522.9,587.9,148.8,20.7,3.7,3270.7,23.4,669.9,2404.3,173.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1953,28.2,10.7,88.1,64.5,253.2,427.7,755.2,315.5,540.7,105.7,0.4,4.1,2594,39,405.8,2039.1,110.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1954,15.7,10.2,10,71.1,308.9,841.5,961.5,496.2,250.8,85.6,0.7,3.5,3055.6,25.9,390,2549.9,89.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1955,4.6,2.8,34.6,71.5,220.5,541,1064.6,626.2,365,51.3,6.1,4.6,2992.9,7.4,326.6,2596.9,62
SUB HIMALAYAN WEST BENGAL & SIKKIM,1956,14.8,1.4,42.6,164.9,420.9,747.9,471.4,486.8,285.2,215.8,30.1,3.6,2885.5,16.2,628.4,1991.4,249.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1957,103,8.9,25.5,10.6,167.7,430.2,650.6,535.4,208.4,73.7,7.7,3.8,2225.5,112,203.7,1824.6,85.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1958,8.1,17.5,14.8,120.6,269.4,487.8,500.3,898.1,353.2,145.6,1.8,3,2820.3,25.6,404.8,2239.4,150.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1959,99.8,5.7,64.3,111.6,218.7,565.9,538.6,291.7,337.9,345,0.9,0.1,2580.1,105.5,394.6,1734.2,346
SUB HIMALAYAN WEST BENGAL & SIKKIM,1960,0.1,6.5,52,4.8,293.2,407.2,764.5,387.2,623,71.9,0,0,2610.5,6.6,350,2182,71.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1961,11.5,38.9,19.6,39.3,279.2,448.3,448.9,542,341.5,127.5,2.1,5.4,2304.2,50.4,338.1,1780.8,135
SUB HIMALAYAN WEST BENGAL & SIKKIM,1962,33,21.7,14.4,57.2,318.7,537.1,516.6,663.2,279.5,77.4,0.4,2.6,2521.7,54.7,390.3,1996.4,80.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1963,2.1,0.7,32.2,103.9,323.6,409.4,676.1,611.9,267.7,152.5,21.7,3,2604.7,2.7,459.7,1965.1,177.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1964,0,1.2,9.4,127,184.7,613.2,959.1,445.6,486.8,151,3.4,0.1,2981.4,1.2,321,2504.7,154.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1965,0.2,22,48.2,69.5,232.4,444.6,697.6,830.2,345.7,39.5,32.7,0.2,2762.7,22.1,350.1,2318.2,72.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1966,29.5,7.6,3,51.5,231.7,287.5,741.5,682.8,357.3,100.9,18.3,3.8,2515.3,37.1,286.2,2069.1,123
SUB HIMALAYAN WEST BENGAL & SIKKIM,1967,2.3,0.1,98.8,85.3,213.7,727.5,901.6,274.1,409.4,128.7,7.9,11.1,2860.5,2.4,397.8,2312.6,147.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1968,26.3,4.7,34.3,90.8,237.3,646.7,827.6,594.2,514.8,314.3,87.3,0.5,3378.8,31,362.4,2583.3,402.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1969,11.5,2.8,45.1,77.5,273.3,504.8,550.5,448.2,431.2,45.8,34.1,0,2424.9,14.4,396,1934.6,79.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1970,18,13.4,7.6,162.5,162.7,556.6,731.2,425.4,560.8,60.7,3.3,0,2702.3,31.4,332.9,2273.9,64.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1971,28.4,21.3,63,239.8,244.5,757.6,599.5,542,375.4,328.7,24.8,1.9,3226.8,49.7,547.4,2274.4,355.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1972,9.4,41.6,52.1,134.3,287.5,457.2,590.3,335.1,407.1,86.8,12.3,0.9,2414.6,51,473.9,1789.7,100
SUB HIMALAYAN WEST BENGAL & SIKKIM,1973,13.8,35.9,40.8,82.9,324.3,679.8,426.5,424.7,474.1,281.3,16.6,3.9,2804.6,49.7,448,2005.1,301.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1974,19.1,2.5,94.4,210.8,339,508.1,826.8,673.7,480.8,175,3,8.3,3341.6,21.6,644.2,2489.4,186.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1975,20.4,29.9,15.6,83.7,251.1,493.2,808.2,263.8,515.7,174.6,1,6.6,2663.6,50.2,350.4,2080.8,182.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1976,8.8,51,27.3,112.8,303.5,649.2,531.9,671.7,288,113.1,35.5,1.2,2793.9,59.7,443.6,2140.8,149.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1977,6.6,16,67.6,245.6,308.1,466,502.9,627.8,316,263.7,60.8,25.3,2906.5,22.6,621.3,1912.7,349.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1978,14.7,17.9,49.3,136.7,313.3,515.5,545.2,274,376.5,62.9,61.1,10.8,2377.8,32.6,499.2,1711.1,134.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1979,8.1,26.8,15.1,100.6,142,261.7,741.7,432.4,427,286.5,31.7,38.1,2511.7,34.9,257.7,1862.9,356.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1980,11.6,44.8,77.3,130.4,300.1,485.9,774.4,692.5,477.5,151.2,0.9,2,3148.6,56.4,507.8,2430.4,154.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1981,48.8,23,77.8,185.6,273.7,468.6,833.1,540.9,453.2,38.1,9.2,17.3,2969.3,71.8,537.1,2295.9,64.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1982,0.2,9.9,47,125.6,174.5,499,749.5,305.5,341.6,54.1,20,10.6,2337.7,10.1,347.1,1895.7,84.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1983,26.7,56.9,35.3,87.7,335.3,557.9,758.4,295.6,535.8,125.1,3.2,20.8,2838.8,83.7,458.3,2147.6,149.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1984,29.3,11.3,42.6,127.3,360.1,474.6,737.2,364.8,405.5,179.1,5.1,11.5,2748.4,40.6,530,1982.1,195.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1985,2.2,30.5,43.2,69.5,358.6,532.7,907.4,372.7,464.5,211.9,17.4,27.3,3037.9,32.8,471.2,2277.3,256.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1986,1.3,5.8,7.9,122.4,152.1,436.4,545.4,363.2,493.9,215.1,15.5,6.4,2365.4,7.1,282.4,1838.9,237
SUB HIMALAYAN WEST BENGAL & SIKKIM,1987,2.8,35.3,79.8,152.7,148,451,791.9,836.6,530.3,150.3,5.6,1.2,3185.5,38.1,380.6,2609.8,157.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1988,6.8,24.6,71.2,96.5,268.8,304.9,831.7,990.5,446.6,76,18.4,5.5,3141.4,31.4,436.5,2573.6,99.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1989,21,41.6,45.8,58.1,358.4,551.3,629.8,407.8,593.6,98.9,30.7,17.6,2854.6,62.6,462.2,2182.5,147.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1990,3.8,109.9,80.1,158.3,358.2,554.7,814.1,916.6,440.6,115,0.4,13.7,3565.3,113.6,596.6,2726,129.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1991,41.5,24.2,45.8,102.7,283.7,691.4,592.6,500.9,689.5,67.8,1.7,30.4,3072.4,65.7,432.3,2474.4,99.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1992,10,46.7,26,84,253.4,328.1,736.3,458,276.4,125.5,5,9.5,2358.8,56.7,363.4,1798.8,140
SUB HIMALAYAN WEST BENGAL & SIKKIM,1993,37.6,35.2,58.8,136.9,320.5,449.6,723.9,521.6,352.2,228.8,28.4,2.4,2895.9,72.9,516.2,2047.3,259.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1994,49.6,55,114.1,126.6,243.3,388,357.3,396.1,302.1,84.3,8.5,2.2,2127.3,104.6,484.1,1443.6,95
SUB HIMALAYAN WEST BENGAL & SIKKIM,1995,17.9,41.1,50.6,84.2,349.6,859,775.3,539.2,638.5,99.7,88.6,14,3557.8,59,484.5,2812,202.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1996,30.9,34.2,59.5,85,401.7,334.6,863.6,545.1,337.9,107.3,0.4,0,2800.3,65.1,546.1,2081.3,107.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1997,18.9,31.3,76.4,119.5,166.9,613.3,488.1,479,443.9,41.3,16.3,56.5,2551.4,50.2,362.9,2024.2,114.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1998,13.6,37,125.1,154.1,254.2,653,854.6,860.4,478.9,209.1,13.1,2.1,3655.1,50.5,533.4,2846.8,224.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1999,8.7,6.2,17.9,156,335.4,550.5,831.7,751.6,404.1,246,10.7,4.5,3323.3,14.9,509.3,2537.9,261.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,2000,10.7,36.2,55.1,185.1,326.5,649.6,574.3,498.1,465.8,82.9,22.6,1.2,2908,46.9,566.6,2187.8,106.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,2001,4,20.5,50.2,134.8,347.2,472.2,399,424.5,434.9,282.8,36.6,5.9,2612.6,24.5,532.2,1730.5,325.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,2002,30.1,10,95.6,237.1,181.7,407.2,743.3,406.6,340.1,75.7,8.7,10.8,2547,40.1,514.4,1897.2,95.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,2003,17,79.2,90.1,171.4,211.7,516.6,703,354,321.4,223,16.4,19.2,2723.3,96.3,473.3,1895.1,258.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,2004,19.9,11.5,40.5,163.5,287.5,489.5,739.5,356.4,394.7,198.4,9,4.4,2714.7,31.4,491.5,1980.1,211.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,2005,19.5,21,132.1,155.5,254,446.5,704.3,564.5,229.9,271.1,8.8,0.5,2807.7,40.6,541.6,1945.1,280.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,2006,0.7,17,39.8,119.3,270.5,446.2,470.2,295,456.8,118.4,20.3,7.9,2262.1,17.7,429.6,1668.2,146.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,2007,3.1,81.1,46.6,160.1,215.1,485.1,686.3,412.4,458.6,79.5,8.8,2,2638.9,84.2,421.7,2042.5,90.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2008,33.2,22.1,79.8,141.8,171.4,526.5,657.7,636.3,296.7,97.9,16.9,9.5,2689.9,55.3,393,2117.3,124.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2009,6,40.3,55,115.2,308.7,350.6,456.1,568.4,174.6,235.1,9.1,5.6,2324.6,46.3,478.9,1549.6,249.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,2010,5.6,19.6,77.6,176.6,335.9,558.1,593.4,461.3,308.1,66.2,7.9,2.2,2612.3,25.2,590,1920.8,76.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2011,8.5,19.9,71.2,135,247.8,419.8,612.3,470.3,356.3,46.7,26.7,4.3,2418.7,28.4,453.9,1858.6,77.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,2012,15.3,13.9,45.5,159.8,202.4,604.2,684.5,332.7,434.7,119.4,12.5,7.4,2632.2,29.2,407.7,2056,139.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2013,3,23.6,32.1,114.7,296.5,404.9,588.4,416.3,308,199.8,16.1,2.7,2406.1,26.7,443.4,1717.6,218.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,2014,0.2,26.6,37.7,47.9,308.6,543.2,384.6,563.3,371.5,31.2,5.3,2.4,2322.6,26.9,394.2,1862.6,38.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,2015,15.7,15,64.8,149,304.6,508.2,393.3,626.6,354.9,53.6,23.8,9,2518.6,30.7,518.5,1883,86.4
GANGETIC WEST BENGAL,1901,37.1,58.4,3.9,64.1,121.7,198,280.8,275.7,313.5,51.1,83.4,0,1487.6,95.5,189.7,1068,134.4
GANGETIC WEST BENGAL,1902,0,1.2,44.2,103.8,161.6,140.9,347.8,264.8,230.5,32.5,10.4,9.9,1347.7,1.2,309.6,984,52.9
GANGETIC WEST BENGAL,1903,17.5,24.6,37.3,30.6,78.5,201.7,179.6,277.6,300.7,198,8.2,0,1354.3,42.1,146.4,959.6,206.2
GANGETIC WEST BENGAL,1904,0.1,23.9,35.6,17.5,160.2,286.7,435.3,241.7,142.8,35.1,4.1,0.1,1383.1,24,213.3,1106.4,39.3
GANGETIC WEST BENGAL,1905,30.9,49.6,84.7,84.9,156.8,70.9,525.5,263.6,287.6,107.3,0,5.2,1666.9,80.5,326.3,1147.6,112.6
GANGETIC WEST BENGAL,1906,46.8,123.6,53.3,1.1,81.3,172,307.1,264.6,193.2,140,12.5,0,1395.6,170.4,135.7,936.9,152.6
GANGETIC WEST BENGAL,1907,0.7,24.2,94.9,39.7,92.3,347.6,217.5,249.9,232.3,13.3,0,24.7,1337,24.8,226.9,1047.3,38
GANGETIC WEST BENGAL,1908,27,5.1,1.9,5.2,109.9,380.4,383.5,290.4,174.9,21.3,0.2,0,1400,32.1,117.1,1229.2,21.5
GANGETIC WEST BENGAL,1909,5.6,6.4,0.6,145.2,97.2,335,232.4,504.3,273,75.3,1.3,21.4,1697.8,12.1,242.9,1344.8,98
GANGETIC WEST BENGAL,1910,23,10.8,9.4,48.4,101.7,241.8,319.4,250.9,209.6,170.7,0.2,0,1385.9,33.8,159.4,1021.8,170.9
GANGETIC WEST BENGAL,1911,1.2,2.9,42.8,35.3,110.4,276.6,168.4,261.5,260.2,93.3,12.3,0,1264.9,4.1,188.5,966.7,105.5
GANGETIC WEST BENGAL,1912,1.8,23.6,71.6,48.9,109.3,199.4,325.3,255,134.3,99.5,78.7,0,1347.4,25.3,229.8,914,178.2
GANGETIC WEST BENGAL,1913,4.1,110.7,35.1,12.8,157,512,367.7,290.3,186.2,122.6,18.5,9.8,1826.8,114.8,204.9,1356.3,150.9
GANGETIC WEST BENGAL,1914,0,31,21.8,56.4,230.9,192.8,400.8,218.8,186.4,28.5,0,16.4,1383.9,31,309.2,998.8,44.9
GANGETIC WEST BENGAL,1915,6.1,9.1,79.5,26.5,122.5,224.5,228.5,236.7,229.3,88.3,59,0.3,1310.3,15.1,228.5,919,147.6
GANGETIC WEST BENGAL,1916,0.6,2.1,0.5,58.3,42.3,378.5,148.9,320.5,283.8,286.7,78.2,0.1,1600.5,2.7,101.2,1131.6,365
GANGETIC WEST BENGAL,1917,0.4,33.6,19.7,29.4,171.4,366.8,321.8,259.9,204.7,358.3,9.7,0,1775.8,34,220.6,1153.2,368
GANGETIC WEST BENGAL,1918,1.3,0,22.9,81.1,177.8,374.6,194.2,366.8,169.2,4.1,0.3,3,1395.4,1.4,281.8,1104.8,7.5
GANGETIC WEST BENGAL,1919,41.9,19.3,10.5,61.8,125.3,306,299,385.9,148.9,48,35.7,0,1482.2,61.3,197.6,1139.8,83.6
GANGETIC WEST BENGAL,1920,0.4,36.7,152.5,14.6,77,127.8,380.3,294.4,171.2,106.1,2.5,0,1363.6,37.1,244.1,973.7,108.7
GANGETIC WEST BENGAL,1921,36.5,10.1,13.2,57.4,53.3,238.4,279.6,382.1,177.7,51.9,0,0,1300.2,46.6,123.9,1077.8,51.9
GANGETIC WEST BENGAL,1922,7.4,3.1,1.2,22,72.3,553,269.7,400.8,244.3,75.8,4.7,1.4,1655.6,10.5,95.4,1467.7,81.9
GANGETIC WEST BENGAL,1923,0.1,92.2,8.2,22.1,71.5,154.3,330.8,405.6,110.1,72.2,16.9,1.2,1285.2,92.3,101.8,1000.8,90.3
GANGETIC WEST BENGAL,1924,8.2,5.3,0.3,38.5,64.9,181.2,308,260.7,254.8,82.1,62.5,0,1266.5,13.5,103.7,1004.7,144.6
GANGETIC WEST BENGAL,1925,10.7,14.8,28.4,78.9,106.2,171.8,305.7,211.2,158.4,184.5,3.1,0,1273.6,25.5,213.5,847,187.6
GANGETIC WEST BENGAL,1926,26.4,9.5,111.3,25.6,85.5,103.7,579.3,431.3,243.7,78.9,0.9,9.1,1705.4,35.9,222.4,1358.1,89
GANGETIC WEST BENGAL,1927,31.6,37.4,9.1,22.3,96.7,227.7,317.4,224.6,161.6,58.6,3.7,0,1190.5,69,128.1,931.2,62.3
GANGETIC WEST BENGAL,1928,12.8,3.2,1.6,51.3,110.9,427,428.1,325.1,113.3,149.9,1.7,0.1,1625,15.9,163.8,1293.5,151.8
GANGETIC WEST BENGAL,1929,42.8,13.2,38.8,41.8,52.5,208.1,398.6,297.3,168.3,264.6,0,31.4,1557.3,56,133.1,1072.3,296
